video_id,uploader,views,rating
Xk6VPhCdXuE,itsr00k,107938.0,1.84
XlA-QuKTJwA,itzahintz,11758.0,2.06
XlIQxDkwbHw,betofede,16931.0,1.87
XlMxbWvf0NM,brotherbeals,17943.0,2.33
XlhNAEClzZw,PfanderFilms,12521.0,2.79
XndR57iFeAU,maneeshers,17018.0,0.0
Xnv9kanpF6I,FreshaAzimiz,10676.0,1.71
Xo0k5vsiZwk,kosten,19073.0,0.0
Xq7IeCXGiZU,IsamashiiX,46084.0,1.93
XrmZBh2YDEE,quarkionk,26025.0,1.94
XtCCjfwpZvE,pointsofhonesty,45653.0,1.92
Xu5zAbSq2FU,garyandivy,10799.0,1.75
XuO6nlwJOvE,rubenpobla,300917.0,2.02
Xv4nmh-SHtI,youtuuube45,15678.0,1.29
XvRcxdPW9Fg,JohnnieTV,37689.0,1.7
Xwz9fRGSFGA,sonomamario,15761.0,2.5
XxPzWsIxUUM,scannedham,25256.0,2.74
XyXoBV2EEv4,turbocharge251,11209.0,2.82
Y-n8Dvx1yhg,yourmom711,65782.0,1.72
Y06hAjsf_vE,SpFamG24,14433.0,2.2
Y10rzqCGrh0,FulzyGnome,64929.0,1.95
Y19GX2q1lTE,kairadias,17650.0,2.4
Y1lGzah7Upw,cheerysakura88,28534.0,0.0
Y2_HNjAGvys,gonetobabylon,30586.0,2.82
Y3VgxZICxRk,fetishfrenchmaid,40318.0,1.51
Y5ATe6oaeTY,HHFrancoDotCom,37390.0,2.9
Y5JHlj1UcQQ,mmyrra,10119.0,1.92
Y5kNim3volE,Peacemillion,21494.0,0.0
Y71G8ch_RfQ,exeterthemonk,10320.0,1.55
Y874TFAUy-M,eyupjudd,15351.0,1.89
Y8d6_SNaxpk,atagochokai,10626.0,0.0
Y92FiE8a1Do,thwjustin2,25577.0,2.73
YBRpjQt-QSQ,FeelOVision,11684.0,2.42
YCbpF2jZlJM,frankgman2222,15383.0,0.0
YGBHUldWyHw,htalabis9,32435.0,2.52
YIMIHj0PuBQ,breesbro999,13538.0,2.2
YIQ5ewgEv9c,pribeiro007,12322.0,0.0
YJs6nb3IKIk,scar89,13108.0,1.79
YKYERdJWNOQ,thatdylankid,1121366.0,2.89
YKgSWjZyPxM,CBS,166406.0,2.18
YLxEfFrp4xk,InsultAlien,15933.0,2.11
YMLyIMpuP2U,tybomb,88192.0,2.07
YNJubcVFZz4,Kahvirel,1493371.0,2.26
YNKo7Pxwpjs,givethedogabone,17283.0,2.6
YO59i12a_qo,xresonance,25423.0,1.52
YSLFsov31dA,miken5492,12902.0,1.63
YSbTAXA62Ls,nugmelo,14622.0,2.79
YTLIUA12jBY,bricco,15455.0,2.92
YTkOe0T5HFw,kurdishAngel,53087.0,2.59
YWugZ_nbW4o,telomoto,14916.0,2.04
YXNMBhcJYHg,Kezox,10120.0,0.0
YXPUksRCVgk,Jimrock,31802.0,2.71
Yado-3WQP4A,jamesrstewartaz,10036.0,0.0
YafD8OHDWj8,YamiOfDark,18675.0,2.06
Yb3xisZ9lu0,MOSH3Y,18192.0,2.33
YcMPLAd6wcc,MatinJostar,23904.0,0.0
Yec-OvuZdvM,Best14life,28920.0,2.89
YfV07aMeivc,GoDaddyTV,287072.0,2.82
YgBX6cjGZ1U,Youliah,34329.0,2.47
YhULDCo6quk,discoverer168,11459.0,0.0
YiopJsiUZOs,sensfan23,16608.0,2.8
YjIfaMwIFxU,dk7dr7,453615.0,2.01
YkCnsPMdJ70,CadieCayla,55864.0,2.82
YlEw05ad9pQ,SirHughie,17266.0,1.71
YlJFRLDeKo8,sandrabacon981,14618.0,2.78
YlzkWs63r68,bollyk2,20378.0,2.5
YmZQRs_HOXk,bennyca,64662.0,2.74
Ymmm76isFqc,aussie123pride,14675.0,2.07
YoZ3i-8jVXE,pattom136,30950.0,1.65
YpZJ3gb_FwY,sakodaaa,13325.0,2.95
YqX8CcWGlus,sayrahsayrah,73475.0,2.29
YrYDmEAkh7E,DoubleKill,14416.0,1.74
Yt61KDhTo9Y,FoamythePsycho,25057.0,2.68
Ytmb122UF_4,ephesians511,10774.0,2.67
YuBaA_xP--k,izikdela,13901.0,2.77
Yv02-h_eCuo,leninsbeard,41343.0,2.36
Yvccg8PmFBA,bjepson,11704.0,2.33
Ywj6O4E9msc,TXTTypingTube,48120.0,1.36
YwmtPM4j_8w,Wowowillie1,17257.0,2.55
YxdhtxQjDJU,metalikilla,21448.0,1.95
Yxe4_MX_UwA,madvoit,41208.0,1.35
Yy-wjJcQqUA,adultswimdotcom,71407.0,2.72
YyxghDLQ4_Q,imlhk,40729.0,2.82
Yz2gPwpxiG0,newread,14734.0,2.21
YzrwIC8Y8Wc,cynicallytested,10374.0,2.84
Z-SW7wTDea8,macromemo79,20105.0,2.74
Z0M1PlYzg4Q,cheerysakura88,20609.0,0.0
Z23kVxwvzxM,lonelygirl15,604873.0,2.67
Z2JQcjNkwmg,AzNDrifta,11203.0,2.79
Z4SiutldqUs,dlisted,243422.0,2.74
Z4vIpiruzJA,hellpirate,11500.0,2.69
Z6GZELswqWg,bartz001,47263.0,2.14
Z6V_U9Uijm0,Nerris121,23199.0,2.32
Z6xInolkMeo,coolbeans412,19749.0,2.39
Z77SG1tqb2c,killer270,10133.0,2.9
Z7iQRFP_e90,TOR1Hershman,11275.0,2.83
ZAcTanhGZsQ,holycoqu,14736.0,0.0
ZAhseokrYCQ,pinktincan,32551.0,1.41
ZBnwMmRXAjc,manoscalientes00,33058.0,2.54
ZCFSn9zJZ1c,charmingwizkidwizard,32359.0,2.22
ZDAZ7e8begI,tccfdt86,12890.0,2.6
ZF4WDLwW_Do,theglitch,31506.0,2.64
ZFPnhVkJaUA,obdclamusica,20441.0,1.3
ZFlkRs-iXEE,kamekiti1115,23876.0,2.23
ZGPPPR1cK9A,DPPrata,215833.0,1.91
ZGxW8VVffpA,greeneggg,15775.0,1.46
ZIIBaRm3NuU,ridzler,23616.0,0.0
ZJY01E-1f3w,ralph2702,55409.0,2.58
ZL4AFuCpuzE,rrv2007,121207.0,2.92
ZLfcJP9QSXI,gripechrisandgary,10019.0,2.75
ZLiXM3uWo3I,ashsyd06,19105.0,2.92
ZM34ozVlAC4,nagaisan,22415.0,2.8
ZMpMxYLQ0VM,handsom001,15031.0,2.93
ZNJTKvyZkmU,tammpon,16650.0,1.94
ZODKWcaFn_Q,darkanis,13994.0,0.0
ZQym8L8pvqA,XxliseelooxX,16629.0,2.82
ZRCVC00b5r0,gigistudio,27575.0,2.33
ZTusnOhAVcM,randomn16,42050.0,2.41
ZV5cxP7CaoQ,abufaiqa,10841.0,2.75
ZWFFNXrhCZc,Pinkslip91,17340.0,2.41
ZWQUeFJYZI0,alensero,14614.0,2.36
ZZdoq6Kh-hI,yadidancer,15203.0,2.56
Z_m2nYB1YgA,antemalagon,37131.0,2.9
Zaqgnt9IVGQ,authormn,64523.0,2.04
ZbGLycuM7nE,wrx202,31425.0,2.05
ZbL182jrWRA,rdbrookman,25307.0,2.08
ZbVMkOLPXXQ,howardplum,51265.0,2.85
Ze5lV_PEOhI,tititota,29430.0,0.0
Zf07REvt4rI,kopoba11,27727.0,2.26
Zh24kO_bw40,sexyhelenxxx,21478.0,2.91
ZiP0V0R23zk,overweightpelican,10268.0,2.73
ZlW3WR-wTdY,picks85,36655.0,1.67
Zljef1HNc6Q,Kirabellydancer,17688.0,2.3
ZmJ9mxPHG8c,RotteShow,20858.0,2.29
ZmZJ8lMHwTo,Petermh,16915.0,2.45
Zne5fWWwxfY,cankaspyturk,55623.0,2.93
Zo6CXxST8Ss,boyofutica,16886.0,2.73
Zp2BtuhXwkI,TheeJen,52477.0,2.17
ZpUcMzM0hmI,ph3ll1p3,23732.0,2.74
Zqu7G-xqYVc,GINOTHEGINNY,57941.0,1.0
Zs7lzlIeT00,floribelafa,14204.0,2.95
ZsgHgWHyCfg,politopunk,27402.0,2.98
ZwIFJooCPdo,JoshSundquist,111612.0,2.84
ZwnJ4t0zsB8,gemfann,12271.0,0.0
ZxqoAx5ZwJA,bitocrump,10523.0,2.67
ZyLx9wB0CMQ,new1313new,1042268.0,2.93
_2ZUshzTHus,sept1968gmail,10999.0,2.48
_3-mshIYaDM,tititota,21358.0,2.96
_3Z9ybKjvjA,frantastique,13789.0,2.86
_3anDGyJ7PY,Donnow,18577.0,2.63
_6020zXRosM,amandargoesrawr,221506.0,1.24
_6UivNKD1uo,dudeisonfire,250111.0,2.14
_6rdavXR9jQ,thouze,55842.0,2.75
_8cZpOutawE,DaBigNasty,928671.0,2.93
_8jSCvyacm0,XXTHEMASHERXX,17697.0,2.83
_9BTvrm4cok,bangdoll44,109793.0,0.0
_Acz3YZM8kU,myramyr,10516.0,2.23
_BX9dzCIjrY,patrshie,11245.0,1.93
_C1zaCDHvEM,bobbymaxedout,14172.0,1.93
_CTn6OiNlE8,beyondthepunchline,11064.0,2.81
_HHsUfConpY,sushiboots,47118.0,2.5
_HzJyYLLU14,JdoggEntertainment,169793.0,2.96
_JUTox0Weh4,theboringdispatcher,73129.0,2.93
_KFA-mbsdUk,fwenchfye,15966.0,2.11
_KqreJ0ruuc,sagitacuario,21889.0,1.33
_LZr-CTEhVM,halseya,11066.0,1.44
_P8_LNmpFSc,philask,695732.0,0.0
_PIo2zKpdh0,genesis20,22590.0,2.0
_PjT2HnCQFs,matthewjalonzo,17073.0,1.96
_PoHX3hmWzA,playerrlistic,13911.0,1.67
_QoL5FTF5Uw,DisturbedMagician,22112.0,2.26
_QvXYevIXDw,wiimodwii,79681.0,2.1
_SGwibKyutA,Drainage,14943.0,2.23
_SPDXKyr9GU,Autoblogvideo,18154.0,2.43
_T8OOVuGChM,ChePazzi,15120.0,2.67
_WGXI0y0B3s,lolkekekelolBLEACH,17546.0,2.43
_WqVgnIsILo,brandon0618,19659.0,2.23
_X1BoxRLCjM,TrentLove1,67302.0,2.05
_a4OJqxYr0g,SaintJaya,19256.0,2.63
_aJNb-QFcMU,CobHC420X,11881.0,2.86
_awYGHekY7I,redoct2k3,250329.0,1.86
_b9TT3Q69VY,DrFlo,16609.0,2.14
_bq-kSkouGo,Terocs,12386.0,2.8
_eJgQujmyag,billypresley,273375.0,1.94
_gon3nEntEw,Infamousfx,14303.0,2.17
_jOhx7U_UHk,fcbarcelona,98400.0,0.0
_jeDX_E6Nss,1sexy2,21045.0,2.79
_kSYDbWWMJ4,idollogy,11900.0,0.0
_lF5BMkvV-s,yasko,20408.0,2.32
_lxS9CMEFuc,greeenmmm,50434.0,2.07
_mIvcT9veSA,snigglemaster,14181.0,1.39
_mtqc3wKJ1g,habeci,15031.0,1.8
_nB05mTwPHY,ONDCPstaff,19752.0,1.34
_nJOICpcpsU,theboringdispatcher,13255.0,2.96
_opT9gDzdo8,wesllenwhao,90539.0,2.94
_q-xc_l5iE8,hogwild,19461.0,2.45
_r7bq1z3T7A,ladylancer2,21807.0,2.53
_rSEjpU4sac,snfhdgh,12467.0,0.0
_u9NqxvOutk,dinman119,20726.0,2.4
_u9iSKaSMcs,neistatbrothers,18015.0,2.47
_v9HKZxu8t0,qasqascornel,21495.0,1.82
_xYAYZUXr9c,tomwalkertomwalker,141856.0,2.39
_yFe1CYFCX0,jmondi,109797.0,2.09
_yczkLxIUEM,Ritalounet,67650.0,1.7
_ygYg4MX9L4,lavivi86,20211.0,1.83
a0aH8Dh-ihE,kayjen9194,30189.0,2.59
a1piomPTarA,OneTubeGroup,235135.0,2.91
a1veeJRKkFY,dsbrimer,12437.0,2.73
a2oD7AT2TDc,JacksWastedLife4,59421.0,2.58
a2q6XKrv6vg,valajor,95067.0,2.0
a4QgXqB58Fw,amaterasumikado,10297.0,0.0
a5EggR_4piE,briondecker,90579.0,2.67
a5X7KDPekXg,goriliuke,18173.0,2.49
a7i0VlxCw5k,frankbertrand,34439.0,2.78
a87TyDZwIIg,jogi99,15522.0,1.81
a8CrbK9lRLQ,tunawilly,43946.0,2.96
a8h301tQR40,joseinTokyo,15539.0,2.86
a8nIDaQekpc,biffster420,54779.0,2.52
a9FzooctycY,TaraHotHands,27367.0,2.81
a9Vde3FHMmc,vancook,202579.0,2.46
a9vW6Z5n8KI,nandavid345,12087.0,2.96
a9yE-dVLF2g,wheelerflemming,10176.0,1.78
aAZqYAPo3mU,GHIJK234,10528.0,2.43
aB6FUgra34k,NoHoGirls,33422.0,2.65
aBoHyjWIbW0,wuiyoong,10156.0,2.88
aDW5HpdFals,mmorris6m,56015.0,0.0
aEvxGiPq_VE,MrTutoAlek,219446.0,2.74
aExlELbjQ9I,e3TheBand,31818.0,1.86
aFtIwkSx4g4,PenguinBeast,55464.0,2.37
aGNwOH8DSpk,itubeii,56556.0,1.71
aGt4Fx-c-Gg,CALLtheMEDICx,13507.0,2.0
aHKiT23F4g0,imaiden,122085.0,2.49
aIKW4a_vwG4,kbabe87,12401.0,2.36
aJsO1d_JlRA,owillis,11746.0,2.91
aK1__Jckwog,foodcrush8,12277.0,2.86
aLGba4VvoSw,craigmcshane2,11180.0,2.32
aLKADxnBmb4,bmiu4evr,28472.0,1.5
aNgwJK9q_Ew,dmx17801,63941.0,2.38
aPRfbcUYo9k,Swordoath0,14695.0,0.0
aQWdqI1vd6o,lonelygirl15,198094.0,2.8
aR5GKw9EGTE,roccogregory,56178.0,1.31
aXwNjrWC_Q0,selengorguzel,13140.0,2.32
aYyapREZTzE,annandnancy,12744.0,2.89
aZW33ksrnvM,Pherseo,16542.0,2.0
absnQtGenaI,tyndago,27893.0,1.5
ad84eHe0nLo,magicbus66,25698.0,1.76
afJQF2wNbUM,TanyaValentine,15999.0,2.52
afmA-eaE31k,Kakkatoni,16467.0,2.74
ahgzUIGAEI4,buildbigmuscle,10768.0,0.0
ahzX4LAY4To,Jujudapoet,14104.0,1.98
aiUaCdQobkw,Harrison992,16512.0,2.56
aj7kyi-L-GY,sxctom,12859.0,2.62
ajJ1AFel8G0,CannibalCulprit,18565.0,2.0
ajTpzRwD0E0,cheerysakura88,35084.0,0.0
ale1RT9dQrI,poohbearlovesnick,30489.0,1.46
amwsEDu0nuI,pcalero,16334.0,2.7
aoCWxmgl1oA,xchildoflovex,16536.0,2.88
aq2soURo_V8,coolduder,33626.0,1.61
asBcmX0zTIc,sewe89,98797.0,2.18
asC6gHrXAnQ,pd10,10380.0,1.86
asiV6s8mdmM,CBS,950189.0,2.68
au4-UDv-7l8,altoidfairy,14306.0,1.79
auiV9Msh2oo,unperfectisback,11950.0,0.0
avk47AF4BWw,hapatchan,29261.0,2.67
ayW1bX4or3o,sxchunnibunny,37292.0,2.71
azydYHA8h_0,gibinck,11764.0,2.33
b-WZdpBPfrg,milkroll,15543.0,2.73
b0QEW-5WdY8,lolraxjimmy,103851.0,2.61
b0bJgd4RAFA,MikeTheServer,13865.0,2.24
b0uUnWytnFw,GmsDgs3,37204.0,2.14
b10dCyIPTZw,boredinduluth2,13058.0,2.14
b1gUsFnkl3Y,ScottyDaytona,250586.0,2.11
b2VOqxH7qKs,asriel373,14277.0,1.83
b3UiAf_3xgE,isoflash,57649.0,2.02
b5r8dg5GwnQ,chroniclet,23628.0,1.65
b5s58_ILYdQ,lolkekekelolBLEACH,61832.0,2.34
b6GiAYMBqEc,ramirez66613,15448.0,2.29
b6q10ZQcx4k,fitchgoalie16,20386.0,1.12
b6t3X68VRiE,cfallaw,10090.0,2.75
b76OXskbyZU,desifundotcodotuk,35894.0,1.96
b7jcaNdoIfA,RomaniaLive,10198.0,2.43
b8Bv93XUyFA,AluminumPsycho,13680.0,2.35
b9E4b07F-28,trickntrip,37897.0,1.47
bAiDpdbcB0Y,callepureza53,68916.0,1.82
bCuW54LUTAU,BowCaster238,14107.0,2.5
bCwOdrnTpZw,garedat,79372.0,2.8
bD4SNCgQxuM,nevrknw,20371.0,2.71
bDVO71JhNFA,GTOyaz,11714.0,2.4
bE3_2n19CJI,a106686,58333.0,2.01
bEbwprkp2t0,77xxxIndyxxx77,10853.0,1.0
bEz0lOecgvU,lonelygirl15,427290.0,2.8
bF8-Zp2Ulcw,MrChalk,29833.0,2.32
bFSgMAN43Sw,marNdj,18802.0,1.9
bGWaGQBuy3U,tibotachet,11438.0,2.79
bHHBHYcELxg,dark1792,13595.0,1.23
bHN1TOxjKzg,h6nk,12717.0,0.0
bHOneDiHAQQ,kolaios,99143.0,2.05
bI7dniTp1Is,kimtape,18173.0,2.67
bIh-T13_5FQ,NAptown317indahouse,36610.0,1.8
bKFQyiCHZfM,scummy1985,62765.0,0.0
bM7LDdOH7yo,YFM,11314.0,2.41
bMI_INTW6Oo,dozerlisboa,41808.0,1.68
bMwtXdZkIuo,morbez,15015.0,1.29
bQ4HA-LcuT0,chrysXtal,13764.0,2.89
bRyzm8cvIuY,Funkydentface,10796.0,2.53
bSP1qAzQGmA,becanne49,10626.0,2.0
bTs9v8Qk7dQ,JohnnieTV,10585.0,2.19
bUeZni0zF90,l1a1m1o1u1n1t1a1i1n,23516.0,2.31
bVLztAXfnu0,artisticcomedy,371615.0,2.76
bVkswwxlOjk,brit32,15783.0,2.68
bZgYYc9FIyA,KIFACSAMIRGAGEA,19016.0,2.1
baKiEQLtQkk,stillruns,11076.0,2.1
bdz1J5Xq2Sw,himotoracing,10217.0,0.0
beaC_Pm18TQ,studios92,14429.0,1.46
beudMNksTgg,chickengeorge10,24695.0,2.55
bjc9g1-4ytI,TrueBlueCT,99297.0,2.41
bk5ynzxTo9Y,ersoy78,19116.0,2.42
bluvRYFlfT0,dtmcb,22499.0,1.25
bnFk1zxsdpM,finalfinal,37835.0,2.3
bnOWpSWoSp4,crablin,43414.0,2.84
bp1KCYgF4zQ,bloghungry,68278.0,2.38
btHSNnVuGJ8,aramisvalentine,59881.0,2.19
bu8HxHRyMjE,mojo4mojo,19751.0,2.64
buaHfHhE5Fw,mrrealtime,20391.0,2.88
bvrMVmAIFHg,andrewhunter123,12083.0,2.42
bvsNQBTDy00,Stylez55TR,13621.0,1.86
bwfQ0cZ_Q8E,aphrodite7781,13520.0,2.81
bxPRAEsDXSM,vampineze,34055.0,1.55
bynd1jv45cg,hannumberone,11733.0,2.0
bz3e7hV77d4,sonofalfie,28327.0,2.69
bzABLqQQpXg,kyshanda,18383.0,2.43
c-5M33SrRRo,starmedia,13186.0,1.89
c0bVhL7ozN8,yoyoman2k1,11689.0,0.0
c1gtkYwicDo,MZRiderK800i,10185.0,2.64
c23qnujUo9w,studman3209,12909.0,1.93
c2otPeUve_A,RelaxB,12479.0,2.33
c33gk1QvHnY,cavemonkey50,52780.0,2.68
c4kX-wAjWBY,defaulty,22263.0,2.72
c4ky5sJW_ew,Terocs,15500.0,2.44
c6fvhKXksZ4,eLbAlBoA,29809.0,2.72
c75gfTVuS-I,pranksta39,21767.0,2.6
c7gqEuytriY,robby2,159466.0,1.42
c7j2LZiAxFo,dragz64,15352.0,2.9
c7sQg9ZccSE,jackgats,22930.0,2.78
cBG3UGtE1GQ,hansi67,32974.0,2.67
cBO27cW07EE,rctoon,53079.0,2.79
cCJOQPnfVg8,btothekallday,18482.0,2.35
cCMDGTbfEEA,spatemag,11499.0,2.2
cDhjhw52EtE,venompower64,10924.0,2.53
cFWhbdMKQ1o,AKStewie,13044.0,2.92
cHgWbPnKkNk,boobtuber46,41268.0,2.43
cJLlGEsRn2M,CBS,726138.0,2.17
cK3a1tJl5g0,sombra2,13303.0,2.25
cKIzXITX0jQ,LisaAnna,12487.0,2.36
cKJtOpM2yBw,rossdunlop007,89741.0,2.54
cKhjV2gALog,raferx,42421.0,2.48
cLY0i_8JjWI,thecreativeone,13864.0,2.96
cLeGWNLyQP0,ayame27,14948.0,2.68
cNXRZT05YbI,electroforpresident,74078.0,1.38
cNmqVQclOSU,vskyeno,22182.0,2.58
cNydkv-1B0o,EvilNixon666,16347.0,2.39
cOT3pQg_m_Q,CapitolRecords,39516.0,2.83
cTORRqGCqKU,masterfrost25,17675.0,1.78
cUmJsTrcMXA,joeyburggraaf,45367.0,2.61
cUu4UBlt-W4,razryan,68671.0,1.45
cVGewD8fRt4,kaloobfilms,32843.0,2.57
cWkrwENN5CQ,Kleinhac,273105.0,2.58
