video_id,uploader,views,rating
0E25rGphkgc,Reinosuke,17603.0,2.82
0EpcwuNUyRU,SimaoRevolution,16086.0,1.89
0GEOxHCqDbk,lawstud2,95231.0,2.42
0IpznW68yNk,cmxpunch,39907.0,1.67
0JT4q1m2YlU,AbsathCAD,37195.0,0.0
0KHYWPnsIKE,Teamdeluxe07,10883.0,2.43
0M9AkpFWYCY,tohatotosan,24473.0,0.0
0N5wzr5xeWI,oxfamamerica,39600.0,2.84
0QLUzCiGaHI,proktos,49730.0,2.09
0QnQJ6netIk,Faust668,11369.0,2.83
0RyZzmO7pq8,quickerwit,14393.0,2.04
0TaWAzq0rb8,zoolxp,20307.0,2.33
0UXPJLktoWY,pedro92i,14136.0,2.12
0Ub3AXF9r_g,nattougadaisuki,35456.0,2.5
0UvgBgKYKDk,mantebridts,18068.0,2.83
0WlRfSuTGOo,Wowowillie1,13845.0,0.0
0X2YNiG7YyQ,sdkillpack,21085.0,2.92
0XLxPBBGD1o,rdh240,14273.0,1.71
0Y0btyz2K7Y,Prngl,93108.0,1.61
0ZAlIfhisgY,MizzGoodas,32105.0,0.0
0_UmZlVvivY,thedailywow,13799.0,2.23
0dp3f0tufEs,PeterGreen125,24322.0,2.77
0eOLeUHoL0o,ieatchickenwithalden,14393.0,2.05
0hHrWG74Scw,buryboys,18529.0,1.74
0kOQjtdiTtI,bahsura,30179.0,1.84
0m7eQ7-uznE,zoomcow,212674.0,2.45
0mC6HA3FACI,JohnnieTV,10514.0,2.77
0mRuuFc0Jkk,RadicalLoser,10185.0,2.55
0meZtxQ5828,gdakota,74385.0,1.87
0mebAgCvqYI,kawaisosu774,27681.0,2.67
0nAmTW5kTWQ,wapekizzz,19330.0,2.6
0nUeZycfCG0,wootboot,11827.0,2.75
0ntfVOXAVrA,NoHoGirls,63008.0,2.91
0o0TIH-Pzyc,yazdon93200,10975.0,0.0
0oN6DK3ojyo,TheGameBoys,11356.0,2.08
0pLhJ2Vt-OI,m3xlc4n,84959.0,2.96
0rYNAr_egic,noobcola,12842.0,1.36
0tyM98vTVKM,sundancechannel,53430.0,2.87
0wTDClKiMl8,JoeyRedballs,144540.0,1.5
0wVqmxkWwvg,SlumberPartyTheater,17407.0,2.91
1-IVT4REMTs,SupersonicSimon,10343.0,2.73
1-jArxyrHH0,vinton,14497.0,2.41
109Bkm1YpNs,wwwederfgysss,20350.0,0.0
10VUuxVleMo,kingryan30,17578.0,1.8
113yn3sv0eo,lonelygirl15,300905.0,2.69
11WNalnstc8,Tonyamph,106097.0,1.63
11mUUZ9MM3c,helperman22,16967.0,2.79
14IXVLg1da0,myloflex,31032.0,0.0
15AKafvMyyU,kellietim,12114.0,0.0
15CscOvJ7lI,SeattleGuy1968,14094.0,1.36
15SBL7N34nk,weird118,29326.0,2.92
16z3Prc-BAo,endhatefools,530568.0,2.56
17SrSLVRJ6M,Cubekou,15627.0,2.46
19HHmysvsrY,superfuntime92,52130.0,2.46
19VYb2baw1c,witchamber,14325.0,2.04
1AMCQ2p54ws,georgiegirl5,192487.0,2.74
1AUYJYu8gNs,fcbarcelona,15771.0,0.0
1AcASFgu8mY,privoltz,12060.0,1.1
1Al4crLW9EM,Tomlikesmusic,108204.0,2.87
1B7gZt3oYq4,julesbravo,46050.0,2.94
1CfECXgCg_o,oscar9,37024.0,2.25
1D8aSd6bmAI,beekkmarg,83419.0,2.2
1EDuSKesBHo,dearcrissy,10414.0,2.28
1Fsr0GiGMjw,MTsol,15601.0,2.33
1G6NWv9scTE,PlayboyEvren,14698.0,2.44
1HjpE4HRNwU,martinrainey,17730.0,2.75
1IrIc5CsOfk,renetto,234314.0,2.64
1L85km-2ACU,kingcon12,23046.0,2.2
1LDWf9ax3B4,youcantseeshunyu,11733.0,2.4
1LIZiJldaqo,emroozehma,14985.0,2.25
1M4rBszx0S0,mav,1278863.0,2.03
1MAuk-WCa-M,dreamxdragon,20253.0,2.42
1MEYFzOVmFM,RealTalkComedy,13982.0,2.28
1MG_O3Y8JD4,wallyworld,252990.0,2.27
1MiVtb3kvO0,kbabe87,42040.0,2.83
1PBPK8p_Q0A,SabrineHot,23247.0,1.53
1PtYbbW4NVY,kgsws,21462.0,2.86
1SHv4oq_Yl8,user001482699,14086.0,2.16
1SJ3EEadF1I,WikkitJuggalo,10317.0,2.25
1UMNuOY8ZG4,TeamThumbsVideo,24522.0,2.39
1WZcv4DnyYA,jkasoff1,425052.0,2.57
1XIYuXnInsk,Brock615,13815.0,2.0
1XeSTFmg1vY,Chrisislikeagod,163898.0,2.53
1_wHoOvCpEk,wortkraft,11855.0,2.78
1amx_o8Bj1g,hapiheli,12006.0,2.75
1ax0-JZrwsA,garments,64969.0,1.84
1bkEkHLIPnk,cheerysakura88,40301.0,0.0
1cNHy0uBvBo,kinspin,50494.0,2.76
1d1NVqS3cT4,metallicarox08,18157.0,2.21
1dKc0882G1E,vipper06,23062.0,1.8
1dLftdhSywI,bugfree,43698.0,2.63
1gOAtru1tR8,DanceScientist,19629.0,2.84
1hLYVwnBIHM,JohnnieTV,11645.0,2.12
1hehvynQUGs,kyonchan816,38791.0,2.83
1icTyLkakXw,nvrseenlumby,14361.0,2.42
1l51nflFkYo,christianstudents,31781.0,2.29
1mFXRlMH4ag,patolr,47307.0,2.93
1omRSMsgGeY,abuhasan2007,14534.0,2.62
1otjxCY-Ki8,guiguox,89438.0,2.3
1qYA2SU59cg,slakeT,11382.0,2.97
1uOOgGtaoMw,bambamdrummer,10793.0,2.19
1vAC9QWJKNk,sw33tm33t,38156.0,2.97
1vrmgk6s-6U,ricardotronics,26904.0,2.46
1wZe9nyk-zY,ryry90000,16300.0,2.87
1x0jAj-rnxo,ladysolitary85,10602.0,2.88
20-lLV-w-0g,bmw5guy,11251.0,2.27
20pUGRbkQbg,wildehonigbiene,41693.0,0.0
22vva8cPH68,clubglam714,11336.0,2.25
24HwbleM7vY,88slide,604603.0,2.2
24OHPTxJ6Dc,d3rosa,12035.0,2.1
265TFhvWZ4o,manhhakchareun,78496.0,2.94
26cP63fsBt0,symbolsofsuccess,22248.0,2.33
28dHUUjybA0,YukoFan,25469.0,2.33
29l6Yc_S4x4,ASMK,15223.0,2.23
2B-wdMCOKOQ,unrequited2,12429.0,2.59
2B8dSqppPzQ,cowboys2237,14385.0,2.38
2C0f0MY_Lgk,ziplockcookie,73609.0,2.32
2C181WLx854,EngineeredWarsSuck,26008.0,2.68
2EaTjv1eIO8,newings,13911.0,1.48
2Eqh-Gk3i9o,crossmack,15776.0,2.94
2EwQ7rD8vvg,qjh952,11908.0,2.46
2IMkbWq0MDg,clatshaw,16126.0,0.0
2JGJUsD_NW0,grad9204,38572.0,2.0
2KA9oakKDoA,cutmasterfrost,85906.0,2.44
2KGt00mSYHQ,tkdan,13993.0,2.77
2KTt2gs0uyA,Rbacon,12201.0,2.73
2MGytgvTwsg,empire1221,76694.0,0.0
2Mn6380znxE,TeenHaley,10777.0,2.85
2OYYpBEdIsg,2bestlove2,24728.0,2.85
2QeaSBylnow,Tkreft1128,10767.0,1.44
2RKoXNToOnk,grady34,220584.0,2.17
2S1WC97aB94,greendaymaniac,25464.0,2.5
2T0yZLRkF1I,marujatrax,49159.0,0.0
2Thx4pCter4,B52SPECIAL,13503.0,0.0
2X_sUf4NDXc,cmxpunch,10318.0,2.5
2YeO3J1djtw,thatamericangirl,15230.0,0.0
2ZMp4Do-I64,SharkBait2244,11785.0,2.15
2_NsyUT_YI4,SpamBoxer22,125849.0,2.97
2_dGPnDRxcg,elana7095,15448.0,2.41
2aRK0_YZDt4,Podcasting101,17700.0,2.33
2b-xAO0IygE,Skeem211,13960.0,2.86
2bQpM3HTYWY,Anotic20,15870.0,0.0
2cO-Pop3sI4,rdh240,46618.0,2.63
2cURtDD4mEQ,benjamin1272,16076.0,2.33
2cos-VaHsCM,cornhim,12359.0,0.0
2dstaNmek9o,sageandhella,12655.0,2.21
2e18CrUp7Yo,Jacknocoke,40701.0,1.44
2ebcBB5TnhA,bsb250780,21301.0,2.14
2fX6o3q6gzc,lights4fun,17659.0,2.95
2fb0BRRw-fg,mikedillon24,31624.0,2.79
2idERiCCciQ,OneStopfitness,10170.0,1.79
2j1kEq8bUuA,forapcc,15881.0,1.4
2jWxrdOWy8o,CheesynessOnAStick,17219.0,2.24
2kGDjwUprv0,jgrimal,12303.0,2.6
2kvjO9e7yn0,jossam2345,18165.0,2.17
2m0Y_8VCEQM,knbnitkr,10167.0,0.0
2p3pA83HJKw,benkscheihing,23781.0,1.79
2pKCBkGpB7I,wavecal22,19345.0,2.71
2qCSUnYM2cU,melissabgtn,65838.0,2.66
2r-kIBARMpM,GIIVideo,14519.0,0.0
2rwktobtv9s,EA,389536.0,2.65
2tu2IOVfQjU,goblinprince,85176.0,2.84
2uj1XKEPBuQ,lordpalma,23461.0,2.95
2v7lLs-Q-Ao,ketiti,19505.0,2.82
2vBG5wLVpVY,iamsoawesome91,18257.0,2.65
2vDQRZnAsfk,chevizzle,35112.0,2.44
2v_4CuJBjnY,sultanknish,14034.0,2.84
2w-yVfYyj6c,gamble7man,12305.0,2.76
2w3atiyn6oo,SuperClubs,12388.0,2.62
2wB3SuTNgWw,Qalisto,21672.0,2.74
2wJudmoVNCY,sexydreamgirls,66771.0,2.43
2xpKKSV08T4,kevin311,20126.0,2.06
2yAxAHC-30Y,tyaco700,18514.0,2.59
2yfEvfJ9XAw,ONDCPstaff,45266.0,2.51
2zSRAqliOaY,15framespersecond,124419.0,2.64
3-HxyH9T0lI,93loren07,13323.0,2.08
3085zFpmzqw,tomsy75,11527.0,2.9
31RPj7OQx88,mihaistere,42951.0,2.62
32IoQ3XSe1c,zakoyan2006,31712.0,0.0
33ue4RBFc6w,reallifefairytale,68167.0,2.76
34Oeq7Fxku4,lcwmax,66230.0,2.57
35Dwkgjt4bo,mbwchampion,166432.0,2.75
35YvhBKc-aw,reddevilalbum,13328.0,2.7
35x4o_oVhbc,SwedishSnake,24504.0,1.18
36bITjAeLxA,RoyalFlushRegieUK,98345.0,2.59
36u7qfFYB30,ectv,16429.0,2.6
37BC78EeD_0,lexinator,13710.0,2.67
37GIPAEDsuE,KofC,13039.0,2.2
39OFa2ehBwM,CBS,237833.0,2.91
3A-DbGEiyQc,almosteuphoria,14212.0,1.75
3A2kBRGCHT8,peetoons,16518.0,2.38
3AmPy5GtX5Q,mwuerzer,13508.0,2.88
3C3U9kUI9GA,Gumbal,30034.0,2.39
3C3rUdBfQTs,QPDrock,12178.0,2.06
3C9XsulJzcA,jimOPR,26342.0,2.62
3CQk0sfiHxo,Cokebabii1321,106330.0,2.71
3EZD1xE2sKI,kingjamieO,25441.0,2.36
3FPiCUhqtAg,SkaterGeorge,23503.0,2.81
3Fk1sz2HA8s,BROYITO,43404.0,2.44
3GZ3FEoDc1k,hw33,10811.0,2.44
3GczmrLq13k,777narutorocks777,19636.0,1.94
3H6hdnimn6s,moleytron,10570.0,1.82
3HyKhA3earI,foleykitano,13716.0,2.14
3I4ro7nBBC0,psychedelicpunks,25961.0,2.64
3IcE0P89Wkk,KirkHouston,28243.0,2.98
3JVVAjrWCOI,Parasytic,13225.0,2.75
3Jd92CzBaNQ,dj4orce,40285.0,1.53
3KT4EZJQQKE,joek829,58848.0,0.0
3KWCJexFugs,bigpermbigworm,19507.0,1.81
3O1PCee0pHQ,wealthyunfamousx5,19113.0,2.22
3OFJMOGWHuk,Gabrielps3,38462.0,1.87
3PErK7PrxnQ,coolkari,16405.0,2.4
3QKHD_oQItg,rockinrobben1,16197.0,2.88
3RtRumZmBcc,j4se88,67149.0,2.6
3Td_WDaIT98,cheerysakura88,41030.0,0.0
3W0FtHzGgRg,illusionskeeper,11531.0,2.24
3W5xO_W54_U,aredo3606,15863.0,2.33
3WfJ5cnNA2E,blablablaxD,47731.0,2.98
3XiQ_W9lHLo,okby,26901.0,2.33
3Xo5GY4kDXg,RalphVideo,491567.0,2.02
3ZC7ZK2fnkQ,ridehard4lfe,33582.0,2.59
3bHpGEh8spk,bamkus,12975.0,1.76
3bj6XhqHYck,ackstate,10057.0,2.2
3bstta4ggUM,porn47,12866.0,1.08
3ceKzFzLf-4,zentaiforo,39489.0,2.69
3dIApLA0IfQ,thelunatics,21735.0,2.13
3dvXXBLIHig,bobo22222222,13383.0,2.79
3fcCFYImQW0,CelluloidDreamer,12960.0,2.74
3fmSITV3zWo,NoHoGirls,13514.0,2.84
3gzLKycfueA,BloggingGuru,28917.0,2.13
3hKrcEOmyzc,teamtorino,13241.0,2.33
3i8LYiWxK7w,migrations,10021.0,1.14
3ivP-OKk0no,pequeworld,16857.0,2.12
3jHYpwMBJeo,velorumm,26725.0,2.88
3jihOcO-tvY,rewindx,10397.0,2.03
3kwdEyAXd1s,4444matthew4444,16519.0,1.9
3kwoiuKBk_Q,NSAS,143945.0,2.95
3l7f6oXEskM,nestore1,12245.0,2.16
3lPSXsP5Pk8,fussyvirgo,14555.0,2.39
3mJY5K8tzjE,w33z33,44235.0,2.38
3mQ4T5WjVEk,Natebeast,11675.0,2.0
3muCBeCaiHo,cor3an,24768.0,1.43
3nKwfUkaoxE,cownaf,91294.0,1.97
3pA6YrSBElg,quill18,13523.0,2.14
3q0Y87noTew,JPMcCourry,13500.0,2.15
3qGfNAa3U_I,jefflenosky,21003.0,2.68
3r4KM3ptSAs,dontcare858954,197707.0,2.22
3rTUTWi8ozM,Steve881988,13871.0,1.41
3tQ_u0nS-ks,sundancechannel,34105.0,2.98
3tefQ9uS04w,AstrosBiggio07,21474.0,2.95
3twG5Z2AWEA,kfc0802,15765.0,1.74
3v2i8nrgZio,eufloria,152540.0,1.81
3xr2n6-aMis,thedivemaster,27813.0,2.52
3yH9pAq8TM0,serenaballerina,11423.0,2.4
3ygixR8ZYwM,knikben,14365.0,2.2
4-7m61NFNqs,Monika145,19382.0,2.89
4-8O0fxa0yE,Fifiona1612,173530.0,1.34
40q73IqbuvE,shinadajp,36795.0,2.37
41-yX1rXU40,xrankunx,12563.0,2.77
418UQLP6GKE,TheyCallMeTheBryman,10275.0,2.31
41WgZl2Xubk,christiangobo,78896.0,1.94
42iVA_vwEuU,crossmack,41335.0,2.71
44_sE2YqzcE,aburroughsjr,48992.0,2.92
45H7amzPlQs,jlgreen75,10745.0,2.74
46QoBE_ILfI,belowthegaydar,18865.0,2.5
49cU3waxI0Y,navyman153,27998.0,2.64
4BhNuzCet-w,dinman119,11218.0,0.0
4BsodwsnjZ8,Dreamers,24415.0,2.93
4DY9uYr14e0,chasenickysantoro,41326.0,2.2
4Ey0NQVFo9A,CBS,723411.0,2.49
4GCf0Il47o8,Hoppalayarimyazgeldi,35797.0,2.81
4H82D7F8oZY,xDSmilez,23779.0,0.0
4HR4GmeXk2g,iamcrackhead,18133.0,2.95
4IIy-88jsQw,robsargeant,52503.0,2.52
4IPnbSojYq4,Isaacman,14891.0,2.88
4K9mGNQ60Jo,blackdoragon,114381.0,2.05
4KxUlGEtrcE,himex4444,11201.0,2.2
4LDClck0xBE,trustandfaith,41165.0,2.87
4Lv31d9ebrI,okizilkan,12394.0,1.17
4MPGILkk7J8,Mrseptember15,30978.0,1.83
4OF8y5KXDOo,theboringdispatcher,12887.0,2.1
4OYeUBXnQqM,SouthernHotWax,16731.0,0.0
4OtHZ5Z2gCs,DaVe1337,29141.0,2.19
4PMle--1ZvU,rokk2,12476.0,0.0
4PUsjJ8MUSc,jo6913,13911.0,0.0
4QW1yrWBN_E,ishay555,14159.0,2.46
4QqICREfSow,napper01,565282.0,2.1
4RKG_jiIC_k,anjerikapika,11281.0,2.76
4S0MhDBjx4U,footballteen58,48813.0,2.95
4SIk4ZZ40fw,artinsarkisyan,19913.0,2.43
4T1tPU0rBF0,gezellig18,14376.0,2.88
4TjLWBVes5I,element666,169532.0,1.33
4VlWowFaeEM,ooojennaooo,17347.0,0.0
4X5PNZajXj0,pedropierrot,48080.0,1.39
4XKZ7S4evzM,deeplysaddened,63800.0,1.55
4Y5XinqgIqQ,Farrukito,26156.0,2.72
4cc1dRP9H_Q,actikaoz,29657.0,2.53
4e876ODTr5Q,aNdReAdEs,12861.0,2.48
4fODSPaqCfs,Hotsauce850,31104.0,2.07
4gLrNP2MDjw,harambasa22,85215.0,2.89
4goxXDfSA8I,vivalajam,62080.0,1.53
4hz-LEQm9b0,flattley,14742.0,0.0
4iVLCmt_um4,scottsvids,10640.0,2.0
4ic4Clgg8fQ,crazyjap,33905.0,2.16
4ingnLYnN3o,fishmech,77942.0,2.77
4jIYQuZS9Yw,exiv,20759.0,2.96
4kebG_eHLD4,ftodaynone,10521.0,0.0
4l7ng-U_fks,pixl8,252936.0,2.14
4m-a80Pblzc,HowToBehave,327460.0,2.29
4pAGMC0zLbw,europlanet,102041.0,2.75
4rXioUyTP0E,PlayboysKitti,27118.0,1.86
4rzI8hvGNLs,Mrfrankyfrankmadge,10278.0,0.0
4u9xkqtz-04,unionfacts,18095.0,2.93
4xjxuTGh9Cw,francuz1991,68854.0,2.0
4xyrqYdJQAU,HughGrant12,15885.0,2.36
4z1zDmQXwiA,koensito,41511.0,2.38
51pKkAQYH7Y,yatero,15293.0,1.0
52XNHmdCAGE,Djtipsy,12690.0,2.54
52qB-UMXAw4,defamerdotcom,32079.0,1.98
53_wy9cDUlA,Streetpower,115024.0,2.74
53fwRqo1G1Y,cosmeticlover,11262.0,2.64
56-UEER9ick,satorare3,36160.0,2.38
56fnDqathGA,Paulhomes,15528.0,2.37
57BRsH0vS_k,xalaurax,10020.0,2.59
59jsqLhAc8o,nitch23,15014.0,2.58
5BfKBp8oE2A,zedomax,20134.0,2.83
5Bnytwuzb0k,imanezina,279478.0,2.6
5D0phjQWUZ0,robertotherubbertoe,101581.0,2.79
5DK2B1fHVS8,abfahrt2003,11219.0,1.75
5Dpy34iMftI,brokenspoons,23236.0,2.86
5F7SUWb9LPI,lifehacker,15629.0,0.0
5G5mXpygMQw,VoteAcousticore,13671.0,2.75
5IIpeESvIqs,KirkHammett131290,11031.0,2.62
5JTUjRmU1_c,marlonxz,15176.0,2.0
5L2YfTCscLM,Hadamard,14225.0,2.89
5LS4nVIHov4,MoonBoy1200,11427.0,2.74
5L_Gvow0mYI,Stevinchi,26908.0,2.6
5MvAYG2hJEY,ytfocado,73492.0,2.25
5PoFdxlYxPM,nonless,11530.0,2.75
5QEa_he1Cjs,cttdede,17597.0,2.6
5QIIzWbkXsE,benn0123,16813.0,2.73
5QSTf7e-Fgk,JamesBlog,12652.0,2.74
5SB3j2X3Mto,killerclimax1,12714.0,2.0
5U80LbCJK-Q,fel1pe0000,24199.0,2.56
5UBrV2ijHlM,jacobuku,51503.0,1.34
5UsTiWUqwM8,howsy,46153.0,1.77
5XWUcDhvsPs,ackbargina,18444.0,1.97
5Yqgu5oDDiE,pelidio,38644.0,1.38
5_pcERq1p_0,prestonparasoccer,10890.0,0.0
5bq8c4erZng,DamnRandall,11794.0,2.93
5ci82vZQ1xM,rex014,10988.0,2.18
5dyW13fby70,allnighthite,12227.0,1.0
5eVWe3jKCyc,GreenTeaGirlie,129194.0,2.38
5f5iQKYCtCk,Killerer,10761.0,2.94
5fKEjPJDDlQ,omar767,14335.0,1.73
5fwnnTFFYMw,hahughes,13011.0,2.88
5g4U_Jq03wk,bimbimas,128545.0,2.79
5gAfpJ5Mc3I,bud144a,28922.0,2.95
5gnMvQfmWak,debalicious17,32035.0,2.19
5hQjx-MpxUY,yashar,11056.0,2.94
5hqbXn3w4mA,VM4STER,188055.0,2.79
5j-LwPM3L5Q,TomasHolcik,14142.0,2.75
5luxCXr05xc,ephesians511,11814.0,0.0
5pevhFjMDt4,steveworldbaby,392034.0,1.72
5q-1DsX32uQ,firat,13189.0,2.8
5sp9dn7_bH8,luisasmac,19217.0,2.44
5u0vFCyWr98,oldphone,10484.0,2.7
5xMU-ZLfGxc,MykellUK,16717.0,2.78
5xnsEpOLUAM,weather,23199.0,2.88
5ycpL_i3uoo,Eddyabn,31100.0,2.2
5yvc92TwfIY,BraveTerrorist,21059.0,1.76
62SGGE5o2Ho,sallyh1253,24103.0,2.5
62XXRdcyZV0,rockjockjack,10498.0,2.57
62w_XsEeCsc,ayguvenc,14580.0,1.71
63jX0yEE8i0,tomohiroaoki,11754.0,2.0
66HAARE1O44,cenkingunlugu,261709.0,0.0
66WFXlGWrGg,fwins,14010.0,2.94
67pVpZYHF5s,ForgottenCreature,21169.0,2.94
67yVOfEkoBg,itayzil,17876.0,2.61
68hf2B3-x5I,ae2000tsztsz,140228.0,2.72
69la_yCfuN4,chrisbornag,13119.0,0.0
69otRTCdvko,amscheerldr65,26768.0,2.04
6A1bD1i66HY,rjohan77,37577.0,2.27
6BkXXypLv6g,anthonysrobles,20971.0,2.43
6C2Zuz4NUpw,wnd20032001,33908.0,1.67
6DjsnDFK7wA,maguilar2k,19621.0,2.08
6DsTRDYWlRk,Whitney481,22082.0,2.77
6EeNoWZFTdk,missmegan22,13874.0,2.82
6EkyXXENC1I,bozyzz,15748.0,2.5
6FPLRg0tE70,finestinthaworld,44156.0,2.98
6FcsB9XaSDQ,Clrandso,15182.0,1.57
6HUvHwvaHuQ,spooktech99,37550.0,0.0
6I5Als1j2iE,mvajus,13662.0,2.95
6JR-zPhE_q0,jsaic,11636.0,2.45
6JUpYDAaNwc,zachdamaster,15610.0,1.53
6LOXuoEQ0SQ,sensesfail51,97328.0,1.44
6Lar3iWwK1w,TheNextLevelGuitar,15359.0,0.0
6Lb1ClYh_bU,BadTvDotCom,194776.0,2.48
6MiyIJDR-qw,FlameBreezy,10474.0,2.07
6Mj776YiPCU,ParisHilton,788289.0,2.21
6N87X2YhKJ8,sexychicken608,13288.0,1.83
6NCYFCwelc8,sterndeath,10002.0,2.42
6Ner5ZAw_kM,eminemstar4eva,14864.0,2.11
6PUQATCcQ0A,TrueBlueCT,20532.0,2.81
6Q6Q4-fCx2Q,antodu16,17792.0,2.15
6QP4wum7Sc8,ohhboyy,20202.0,2.88
6R8cC7ji4TA,breakthecookie,92722.0,2.83
6RMn1vAuN3s,zyle19,16854.0,2.96
6Ss0VwCfEzg,victorhxtorres,28999.0,2.97
6Uo0C01Fwb8,N231YE,231935.0,0.0
6VFyHbGDSRE,brunocortes,16295.0,2.83
6WaY-i2jCHM,xxthejacklxx,23286.0,1.9
6Yj2r42ObB0,froosh,24586.0,2.3
6Yl7aFzJ6PA,ha001,15585.0,2.35
6Zf4Mw-sgjc,EclipseSolar06,102605.0,2.9
6Zhw7UMvfBE,erazore2key6,18494.0,1.5
6a5iD0nn6do,diblodibala,27572.0,1.86
6ab0_i2fTKw,minnchi,13158.0,2.2
6ajSW75Pq7o,greelurple,10087.0,2.74
6amInBvQdM4,gopedmojo,41764.0,0.0
6asBYmKMjGc,nogreen8,312948.0,2.08
6d-I9nttd3Y,moneyhouse,11980.0,2.64
6e8Niisn9Xg,fwins,15313.0,2.1
6fTQcEGurC0,Kartonello,29074.0,2.89
6fjBwgIWmSg,abkbountyhunter,15123.0,1.7
6fv9jYCtvQI,idontcaresocry,32894.0,1.59
6gHboqQYNm8,RecruitingJunkie56,15612.0,1.93
6gOCz8xe9PU,ogreyouassholemusic,10269.0,0.0
6gi4JAxpS78,SandyCandyRocks,18476.0,2.0
6h2s6o3E8fA,xmenfan105,14092.0,2.62
6jz4KtCEOrM,rakaur,16008.0,2.86
6mMZIFes9NQ,markansoul,13556.0,2.27
6nWDCMoiVwc,JohnnySka,37280.0,2.84
6ot_WXoGYl8,coryvm74,17033.0,2.32
6pu2fwwcuFc,Dreamers,28028.0,2.68
6spKRwGDCdc,rec0ded,17214.0,2.54
6t2qyRqJKTw,aiueo3232,76558.0,2.58
6upcLVbWdpo,hamsterwatch,24991.0,2.74
6v9fz4EWJdk,brenda20c,75588.0,2.24
