video_id,uploader,views,rating
2lrD9120weo,smoof7,17788.0,2.45
2nNBspJG6W0,taktojaa,18705.0,2.74
2npzAKnI2bQ,chartsfo,10341.0,2.83
2sigtR16STI,mrpregnant,159719.0,2.68
2u2u_UvOy58,Caramia66,31857.0,2.88
2uWvyDBUeRI,flowerofspring,81676.0,1.51
2w-w7Wl7JxU,boomer6392,15097.0,2.96
2wvZeBvJao0,djtansel,16673.0,2.62
2ww4xatwrNs,grimmet,56161.0,2.93
2y-nBdNwsis,apacheboy77,22364.0,2.31
3-8S6ryhCp0,YATProductions,22013.0,2.4
3-AZvliJ8l0,hibikicade,52017.0,2.36
3-Jo8ZzZNUE,Guild46,13907.0,1.44
30Z1-FWk0CE,centredeestudis,14390.0,2.18
30yQpo91tSA,evkarma69,11854.0,1.0
3BJ9C2_DHBg,dawoshmadafaka,17877.0,2.54
3Bo8Gma0Yv4,funny000funny,594481.0,2.55
3BsMB3EQxmM,humblepiez,10473.0,2.5
3CVezHDxFuw,antoney,17366.0,2.83
3CpUXe8qC_o,TheRealMojoMan,32744.0,2.54
3DDYfvj-RO0,Partykingzz,12006.0,1.33
3DKPgd2DjTs,ladylancer2,79557.0,2.96
3Dd-6zCZNtk,partisocialiste,10387.0,2.14
3EJrIAI4vr4,USMCMuscle,34351.0,2.94
3EVTow2X-wM,NICK870123,19921.0,1.27
3FnBnAUJ6H0,jaminben890,12895.0,1.58
3GzSoWm2uLI,kelliferandmessica,45152.0,1.72
3HUsMTtwPPM,doctorghlala0147,11985.0,0.0
3I-Pu1P4rY4,animesynergon,133162.0,2.74
3IG30Jvm5s4,Metallitarium,14990.0,2.75
3IXZ718wK_Q,ReneePerezerez,14574.0,2.79
3K9V4D0YQpY,lexyakuza,17877.0,2.58
3L2Q1TMffK0,keitarokeiaru,221881.0,1.58
3LKaLzrLLKQ,uniqueactiongirls,34360.0,2.4
3ME55gSrQrc,gordorules,19530.0,2.66
3OyeDJWeIco,NINxja,83742.0,2.76
3PT2GMyL32k,flyvol,52406.0,2.88
3PxjlDb6QyQ,sybaris1,36625.0,2.83
3QL97xldoXc,thePranker,291795.0,2.57
3TsXM_5RB6M,rachelgeisslerr,15167.0,2.29
3UccT8MFgiU,DOAsaturn,34798.0,2.07
3VZmXuedxjI,howardtuttleman,15801.0,1.51
3VreQqr8824,4312M,15280.0,2.0
3WCNc7JZ24k,ThePatriotsMaxim,107368.0,2.65
3WlFHi81Z2Q,cicsprd,526998.0,1.87
3YErx0JgCHo,viperman240,68053.0,2.22
3_qmrgu1kEA,Boylan87,15536.0,2.77
3a66IwxyyDQ,JohnnieTV,29771.0,2.38
3b56SgRJkX0,Itschalataka,11377.0,2.97
3bIzYLkhefQ,Firseus,15483.0,2.03
3bd-oXhbbSQ,Ritterby,16991.0,2.44
3blHrAJ-E9E,john014710,19869.0,2.21
3cHyljRE7e8,JohnnieTV,11767.0,2.13
3d9QRZzzEK4,AICorp,12159.0,2.18
3dNSPI9_oYc,895coo,10003.0,2.46
3eKctcv9Mz8,robertmiles86,36448.0,2.5
3fcs4ZEWko4,baychar3,21887.0,2.22
3fqf3DNFdFk,Magelaz,10621.0,2.0
3h3U6wkuDDQ,paintball255,16859.0,2.14
3i0Ljr2QSok,chong2mry,60096.0,1.55
3iXHPG7zhZU,kmccravy,17569.0,2.29
3jy424Zog-Y,HALO1er,43789.0,1.64
3kLv_mmw9iA,pastragot,11727.0,2.94
3pWnzxfMooM,idollogy,12789.0,0.0
3qC1PXavkbg,McDowel,23011.0,2.88
3qIE-74tFrM,DJSouthpawSpinClub,11079.0,2.8
3qImUBZGZhM,YuToobIsGay,32896.0,2.42
3thw5Rf1ncE,cham444,19869.0,2.29
3twV4Yck1kU,Coolins335,10895.0,2.8
3unkt1VfWd4,btothekallday,10578.0,2.63
3wouN6F93UQ,naro06,38189.0,1.86
3xuhZHKHZlY,somayareece,72464.0,2.26
3z9YlWgr2Vs,gazsannsei,11706.0,2.33
41nhZS1v1fw,evilralfwiggum,51553.0,2.21
44BnOIM4VIY,bigfryjack,11581.0,1.75
44VanSuVw-A,NBC,74785.0,2.59
456qpYGTKBI,JangLeeYen,14574.0,2.52
46IdzejGl90,mahaballer,13116.0,2.18
47NZIMZFmrY,Minorskate123,14420.0,1.27
47ccbOpItCg,sagttorel,99973.0,2.43
48CBZppICNQ,thelatestcontroversy,16121.0,1.36
4AGAohJuovY,kunkie123,200867.0,2.43
4BdOLx0vB9k,peron75,34651.0,2.96
4CYHVsKzSow,ksakura,29777.0,2.62
4Exmz70P2uw,jlkm2000,28412.0,2.61
4G_NvuGOE7A,evvelinka,38243.0,2.7
4HUu7maGxfA,pauladam,34499.0,2.86
4J-Fb9b4Em8,timury,17252.0,2.79
4J6Yf1MseLg,ExtremeCool,35357.0,0.0
4Kg3fyOMDbQ,dafspeed,85842.0,1.94
4Kk34Sqs9Fk,lordnante,48047.0,1.38
4MBnMTemd4Q,ShadoX,62762.0,1.9
4Nt0MFH6Ppc,allanedpotrajano,22375.0,2.09
4OCw4k6Iw7A,Padovarulezcom,45557.0,2.2
4PGvYTjq7FI,sevenmsu,96288.0,2.08
4QOs5E4eHNU,sixty8panther,11273.0,2.67
4R0DMkDYR3g,ChangeDaChannel,50122.0,0.0
4TDvRr4gups,0nIC,14056.0,2.82
4TV7d0PfGMY,rojiurablog,17520.0,2.3
4Tlx2zR-BZ4,ShuhornOplenty,34186.0,0.0
4UxF6ZpUw3c,HUFANES,20152.0,1.73
4VpIQzH7TR0,PabloBatistaner,18428.0,2.91
4XEYIKFl8hY,omlet245,58321.0,2.03
4XcHF6kGrME,cafet130,30166.0,1.92
4YRChL4ENEw,lllbackwardslll,30084.0,0.0
4_9olstY0e0,galeon77,12141.0,2.33
4_Xcx7GwN8w,hydrocarbonflouride,148239.0,2.32
4a1UqyNWmVw,wyzghuy,24868.0,2.74
4b5FUHdHPyE,Dagish,12847.0,2.9
4c_Grdrx7t0,horsetak,2.4133454E7,1.93
4e35iLbjhe0,blindbydeath,24676.0,1.82
4f3gvptzYWI,nakedpotato,11066.0,1.57
4gogp9aG8Xs,tyroneasaurusrex,52311.0,2.14
4hVqgr93R0w,MiniNutz,26823.0,2.81
4hwYAae_DMQ,metaphysics5,10813.0,0.0
4i8CT82pXl8,ebelf3,10318.0,2.44
4in4TV88kW0,petev23,151994.0,1.84
4jWTgm4GXog,JohnnieTV,31637.0,1.64
4jbkRGPxvaM,showtime,87847.0,2.4
4meAs5cUPbY,americantvd,12343.0,2.17
4q0pAhnUelM,levsin,14244.0,1.59
4qCjvTPTtng,MaxfromNewYork,46011.0,2.13
4qMQcu6jcI4,penguin902,11957.0,1.79
4qQqdZVUHXw,panipori,12755.0,2.57
4qeCvQSCfNs,JeRealise,33859.0,0.0
4qxbQ6nbi90,martigan013,11395.0,2.1
4rNSUkDOy_I,bruninloirao,21469.0,1.77
4s0L--pdyQ4,TheResistance,21860.0,2.62
4s1o4fkvI0w,danielkakyo,14473.0,0.0
4t6uZ348P-o,rakancop666,16572.0,2.27
4tNj9xX51Tw,joshmail,18198.0,2.03
4ta3intCXws,darkanis,13855.0,0.0
4uVBY8RO-aE,rustywp,13964.0,2.83
4wYoG-Wt7dk,chrissinewman,12478.0,2.71
4z7Oyl1Nbcg,JAYDEGARROW,25784.0,2.14
4zSOFRkyJX4,leony2007,63443.0,2.42
4zteVlwW5oE,mrmalish,31211.0,2.0
50xfrZph6gA,scrtruth,36608.0,2.24
526kn1MMWjE,martialarm,17404.0,1.49
52Oqz2F4wOQ,saeir,14423.0,2.63
537BEmWdazI,annelisegonzalez13,13281.0,2.32
559kCaH1Shw,Zorakic,89167.0,2.84
57tjF-3W3js,bcdirector,24726.0,2.37
581-tso2TL0,idhun,18650.0,0.0
58xU0eB-l2c,kristianoffinland,105799.0,2.64
5A2hbne8Tbc,zerostyle,39418.0,1.85
5AT-apeHeqI,cb6025,64411.0,2.35
5B-j5gsjyfo,nightatroxbury,29672.0,1.5
5BPDCL9AHBk,SEXYJOSH8,13884.0,1.77
5CSJ6i6L48A,NouCube,199483.0,2.79
5DehMNQ154k,Slashhomers,37063.0,2.73
5EKXe6ib0t0,JordanG1211,19439.0,2.91
5Ek0bxWD5Og,quantero,18858.0,2.33
5I3TQ4xctKY,desireme998,24119.0,2.86
5Jh9-UI2rF0,arsipaani,34931.0,2.73
5LELNIVyMqo,lonelygirl15,635085.0,2.19
5LFGSX29kb8,iMoviePhil2,26553.0,2.17
5MgyWfKBmaU,DatDamnShyster,15810.0,2.39
5N2Ll9XvHIc,toripraver,30421.0,2.85
5OxC3P79WxA,MarcusCygy511,19326.0,2.8
5OxhNryVzx0,nuringa,18308.0,2.38
5QCFdtRys2k,jelcan123,11213.0,1.9
5QeIyp3DxtA,farley79,16046.0,2.67
5TsJHCJU2b8,edge104,25492.0,0.0
5X1OmZb-Olw,BlackOnca,16414.0,2.55
5XlAk-gIstg,liechty,169698.0,1.59
5YSAJUIkoRw,shanasing,10480.0,2.0
5_HLfGXraiU,brenden3010,23870.0,2.1
5asL4omBAxs,pand67236732,11289.0,2.75
5bJLCcfsxXs,paultheuglydog,21518.0,2.22
5bf4FFu15aI,abaanante,16356.0,2.09
5bg4c7kP7mg,a1wildart,54411.0,1.44
5crgZjL6OA4,djtonight2,41696.0,1.46
5en6yLsBELY,DANCEPARTY23,11901.0,2.0
5g-UwQ66jeA,broadband2powerlines,29274.0,1.46
5gHKwWx_NPg,NoHoGirls,201378.0,1.67
5hCUmi7tW28,isaorek31,13597.0,2.25
5iHpWCJ0EE4,Extremappeal,24584.0,2.17
5iLLRQRh5CI,Stoff198,22631.0,2.62
5iX7YL0oZmw,totoron3,19336.0,2.11
5inQqhDPI8s,thruoutin,13845.0,2.44
5l8Gj2NIMxw,51gcrew,48249.0,1.56
5lwjiQdqS70,tito13kfm,10008.0,2.4
5mxbFyXfeso,potsmoker421,97420.0,1.83
5nAFBeUHACo,redoct2k6,60668.0,2.67
5nSyL_ZLp-M,keepitthoro1014,10872.0,2.0
5rYGkjbhysc,bigshane66,74217.0,2.48
5rsj-8o6wTw,desurgeon,76070.0,2.53
5sQxeKPBWBE,heartlessluigi,18677.0,2.39
5sykvCv3H_E,bryandakid2k6,14836.0,1.99
5tKmwxz1-jA,sandyanna,10278.0,2.27
5uU1_3OSA10,queenjewel44,17593.0,2.81
5v16cDk8vt4,POWERPUFFKE,40518.0,0.0
5vTbaLSc9lo,kamal2000,15487.0,1.8
5wc_re4QfLk,IzzyCharm,10586.0,1.75
5xSLfwTYtNw,madaxemanhiraka,14890.0,2.83
6-LCN97B5F8,klfcompton,30663.0,2.82
6-Txw_JVbU4,Dancehalldays,17819.0,2.41
6-bzXeyQiPw,sghunk1976,10264.0,1.28
60MFZZLf1o4,abdelnabi,35888.0,2.56
61dTavL62Cs,Ganzoneri,120574.0,2.35
62kjVFdgpQM,asasddedee,20977.0,0.0
63yywQz8BXQ,devilvamp666,23567.0,2.03
64UiIdTXFqM,flyinhawaiinryan,10902.0,2.0
65rPEB_2_JA,hatoup095,202426.0,2.82
67Pf6tsxgkI,T2x,27612.0,2.53
6ANFu0Ohv9k,JohnnySka,46869.0,2.97
6BWTsn7SmHQ,donniedavies,53202.0,2.47
6Cal3zdRM5c,andrewbolinger,35864.0,2.85
6Cu-Yy5qxVE,EQ2Parkour,77128.0,2.98
6DxMUXtOgxg,hnbbs,19021.0,2.35
6F0katEtTSk,Apetek,25559.0,2.11
6Fl_p81Brxw,InVideoVeritas,14420.0,0.0
6FsWC0V6X0k,ShackRecords,10047.0,1.67
6GG8wiqD8Sc,aaronup,16194.0,1.86
6GYTNwAoGmA,vlogolution,23315.0,2.5
6G_mfpZvdgQ,munchc,85067.0,1.67
6HGZVCc-FIY,0llyks,20559.0,2.34
6HXAVhf63gM,Tschenstochauer,18236.0,2.5
6HxktGPTmeQ,CBS,90592.0,2.9
6IJ-BeBI4tI,ch0p33,19469.0,2.2
6K8k2nG-1bw,giantrobotmagazine,11392.0,0.0
6KpNZIr3g14,thephantomof,20540.0,2.3
6LDY-0PJNUI,hugehugh26,22830.0,1.79
6Lab9dhLO1A,TaxCutContest,305838.0,2.19
6OUcp6UJ2bA,lonelygirl15,876232.0,2.65
6PPBYAoRmys,gaialover,16609.0,1.75
6QV1zMxn288,Beer4Breakfast07,42759.0,2.13
6Qz5r-sggFc,95hamgar01,15083.0,1.88
6RTuboXB75s,trexton,23233.0,2.6
6SDPa4g1Sf0,geradorzero,22810.0,2.76
6SLxHqgNIiU,FlowingWareZ,30753.0,2.52
6TJmwTkwd1M,InsaneBob12345,26199.0,1.76
6UR3w_yActE,RobinsonLevy,40988.0,2.24
6WrNgoRmpbk,mlmssuck,12817.0,1.81
6XSSJde3ib8,TaxCutContest,49198.0,2.88
6Z_iPExmqtA,ninefourchevo,31747.0,2.47
6aChxSIWULI,fetishfrenchmaid,28860.0,2.06
6aKU1gMCIMM,Nyrre,43696.0,2.55
6axDDT9Uss0,Suziemoon,48596.0,2.84
6cfDUU1Ahdw,eyesburnedblue3,22989.0,2.5
6dKsmqhrqq4,jewmillionaire,18733.0,2.13
6dxQSAMZJrw,ravenmoons,81584.0,2.8
6e9zqJG_WLE,JasonHeriford,21113.0,1.58
6h4ZcPr9Kpo,natashabecky,43051.0,2.19
6ifTMEs3I28,meshaped,38790.0,1.61
6ifZuoTZjng,puchaness,12850.0,2.93
6kCHLc7m92E,CelesteJae,14312.0,0.0
6kevLK-kTKY,weirdkid56,13584.0,2.46
6lULZUc2IR8,converselee,14792.0,2.29
6n4yvO_t2rA,vineyardedge,11097.0,0.0
6n7riFVHU44,NewWarriorMan,20079.0,2.66
6nV8ezj9Zrs,PerryLogan,10286.0,2.69
6oBfuGHC5q4,Beezel,349435.0,2.52
6pZ3TFBIiKQ,andrewbolinger,18954.0,1.77
6rgS_p7hIFI,Maurits,137379.0,2.49
6rpZ5oBJP8U,a1wildart,13659.0,2.07
70PTCvyI4nY,bemanisows,12581.0,0.0
70txiBMmBro,janemcwhir,175634.0,2.08
70vFz73a-Ao,MANdouche,14193.0,1.9
71Kpa64k-Rc,igakouki,30577.0,2.8
71gyTepD8mg,rojhilat28,14400.0,2.56
73vQ1Ct8lfU,twiggypikypiky88,130559.0,2.74
74eo6tAt2SA,macb3th,17308.0,2.67
750JByvoWLc,slaptine,60165.0,2.41
75Cj85PYnJI,matrixhed,10438.0,2.96
75fD5_h3bTI,sharktongue,11395.0,2.3
77DhKYOmvqU,wity,25227.0,0.0
77L1w4IhFIE,saaps,10384.0,2.22
78Lrcvxe3ZY,cicsprd,121690.0,2.47
78UjAf_RERI,buzzigerman,10643.0,2.27
7AKvS5W1cYE,Jim2006,37783.0,2.22
7DxP7zkmtG4,thanatosproductions,19482.0,2.74
7EJDhVVogyc,bmxphantom,10207.0,2.41
